Instância	melhor custo	média custo		std custo	média tempo		std tempo


############################Aleatório############################

RanInt_n480_ds_01.txt	564386.00		558432.000	5002.037		0.003	0.000
RanInt_n480_ds_02.txt	564824.00		559138.000	4808.306		0.003	0.000
RanInt_n480_ds_03.txt	558466.00		552754.400	4130.409		0.003	0.000
RanInt_n480_ds_04.txt	564562.00		561111.200	2633.265		0.004	0.000
RanInt_n480_ds_05.txt	563880.00		554794.800	5638.302		0.004	0.000
RanInt_n480_ds_06.txt	563638.00		557062.800	4007.924		0.003	0.000
RanInt_n480_ds_07.txt	561624.00		554968.800	5490.555		0.004	0.000
RanInt_n480_ds_08.txt	564272.00		554306.800	5509.248		0.004	0.000
RanInt_n480_ds_09.txt	563376.00		558006.800	2917.768		0.004	0.000
RanInt_n480_ds_10.txt	565976.00		557424.800	4728.974		0.004	0.000
RanInt_n480_ss_01.txt	561044.00		551808.400	5843.532		0.001	0.000
RanInt_n480_ss_02.txt	560230.00		554022.000	6150.083		0.001	0.000
RanInt_n480_ss_03.txt	555618.00		550652.800	2973.488		0.001	0.000
RanInt_n480_ss_04.txt	552424.00		549939.200	1887.038		0.001	0.000
RanInt_n480_ss_05.txt	555330.00		547628.000	4435.344		0.001	0.000
RanInt_n480_ss_06.txt	559050.00		552837.600	4615.839		0.001	0.000
RanInt_n480_ss_07.txt	555870.00		551872.800	3446.636		0.001	0.000
RanInt_n480_ss_08.txt	558690.00		552663.200	3573.519		0.001	0.000
RanInt_n480_ss_09.txt	555514.00		548957.600	4883.013		0.001	0.000
RanInt_n480_ss_10.txt	557274.00		555942.000	1034.529		0.001	0.000
RanInt_n960_ds_01.txt	1882852.00		1876003.200	5907.479		0.006	0.000
RanInt_n960_ds_02.txt	1883518.00		1876436.800	5367.175		0.005	0.000
RanInt_n960_ds_03.txt	1897110.00		1880631.200	9663.658		0.005	0.000
RanInt_n960_ds_04.txt	1890490.00		1885996.800	4445.556		0.006	0.000
RanInt_n960_ds_05.txt	1895668.00		1884917.200	9791.855		0.005	0.000
RanInt_n960_ds_06.txt	1895548.00		1884726.000	7593.674		0.005	0.000
RanInt_n960_ds_07.txt	1904668.00		1888554.000	12305.685		0.005	0.000
RanInt_n960_ds_08.txt	1883780.00		1878050.800	5373.922		0.005	0.000
RanInt_n960_ds_09.txt	1881270.00		1874660.400	3700.300		0.005	0.000
RanInt_n960_ds_10.txt	1887566.00		1878583.200	5580.088		0.005	0.000
RanInt_n960_ss_01.txt	1880916.00		1876940.800	5810.941		0.002	0.000
RanInt_n960_ss_02.txt	1879548.00		1872202.400	5843.616		0.002	0.000
RanInt_n960_ss_03.txt	1880744.00		1868869.600	7967.212		0.002	0.000
RanInt_n960_ss_04.txt	1881414.00		1874269.200	4574.833		0.002	0.000
RanInt_n960_ss_05.txt	1879484.00		1872521.200	5694.836		0.002	0.000
RanInt_n960_ss_06.txt	1882490.00		1876722.800	4564.132		0.002	0.000
RanInt_n960_ss_07.txt	1881606.00		1875324.000	5032.157		0.002	0.000
RanInt_n960_ss_08.txt	1887494.00		1880484.800	6508.282		0.002	0.000
RanInt_n960_ss_09.txt	1880780.00		1868655.200	6640.383		0.002	0.000
RanInt_n960_ss_10.txt	1875940.00		1868697.600	6162.971		0.002	0.000
RanReal_n010_ds_01.txt	2483.89		2184.318	159.198		0.000	0.000
RanReal_n010_ds_02.txt	2065.15		1819.267	233.468		0.000	0.000
RanReal_n010_ds_03.txt	2391.99		2056.250	199.776		0.000	0.000
RanReal_n010_ds_04.txt	2129.45		2014.655	78.087		0.000	0.000
RanReal_n010_ds_05.txt	2603.35		2403.935	171.278		0.000	0.000
RanReal_n010_ds_06.txt	2252.80		1983.937	195.255		0.000	0.000
RanReal_n010_ds_07.txt	2311.45		1945.934	256.248		0.000	0.000
RanReal_n010_ds_08.txt	2122.78		1985.354	132.438		0.000	0.000
